appearance_id,book_id,book_slug,title,authors,publication_year,award_id,award_program,award_category,award_year,status,original_status,is_tie,primary_subject,publisher,imprint,isbn13,source_url,source_confidence
appearance-straphanger-saving-our-cities-and-ourselves-from-the-automobile-taras-grescoe-hilary-weston-writers-trust-prize-for-nonfiction-2012-finalist,book-straphanger-saving-our-cities-and-ourselves-from-the-automobile-taras-grescoe,straphanger-saving-our-cities-and-ourselves-from-the-automobile-taras-grescoe,Straphanger: Saving Our Cities and Ourselves from the Automobile,Taras Grescoe,,award-hilary-weston-writers-trust-prize-for-nonfiction,Hilary Weston Writers' Trust Prize for Nonfiction,Nonfiction,2012,finalist,finalist,false,Politics & Government,,,,https://en.wikipedia.org/wiki/Hilary_Weston_Writers%27_Trust_Prize_for_Nonfiction,secondary
appearance-the-measure-of-a-man-the-story-of-a-father-a-son-and-a-suit-jj-lee-hilary-weston-writers-trust-prize-for-nonfiction-2012-finalist,book-the-measure-of-a-man-the-story-of-a-father-a-son-and-a-suit-jj-lee,the-measure-of-a-man-the-story-of-a-father-a-son-and-a-suit-jj-lee,"The Measure of a Man: The Story of a Father, a Son and a Suit",JJ Lee,,award-hilary-weston-writers-trust-prize-for-nonfiction,Hilary Weston Writers' Trust Prize for Nonfiction,Nonfiction,2012,finalist,finalist,false,Memoir & Autobiography,,,,https://en.wikipedia.org/wiki/Hilary_Weston_Writers%27_Trust_Prize_for_Nonfiction,secondary
appearance-trampling-out-the-vintage-frank-bardacke-hillman-prize-for-book-journalism-2012-winner,book-trampling-out-the-vintage-frank-bardacke,trampling-out-the-vintage-frank-bardacke,Trampling Out the Vintage,Frank Bardacke,2012,award-hillman-prize-for-book-journalism,Hillman Prize for Book Journalism,Book Journalism,2012,winner,winner,false,American History,Verso Books,Verso Books,9781781684436,https://www.hillmanfoundation.org/2012-hillman-prize-book-journalism,official
appearance-malcolm-x-a-life-of-reinvention-manning-marable-j-anthony-lukas-book-prize-2012-finalist,book-malcolm-x-a-life-of-reinvention-manning-marable,malcolm-x-a-life-of-reinvention-manning-marable,Malcolm X: A Life of Reinvention,Manning Marable,2011,award-j-anthony-lukas-book-prize,J. Anthony Lukas Book Prize,J. Anthony Lukas Book Prize,2012,finalist,finalist,false,Biography,Penguin Random House,Viking,9780143120322,https://en.wikipedia.org/wiki/J._Anthony_Lukas_Book_Prize,secondary
appearance-the-invisible-line-three-american-families-and-the-secret-journey-from-black-to-white-daniel-j-s-j-anthony-lukas-book-prize-2012-winner,book-the-invisible-line-three-american-families-and-the-secret-journey-from-black-to-white-daniel-j-s,the-invisible-line-three-american-families-and-the-secret-journey-from-black-to-white-daniel-j-s,The Invisible Line: Three American Families and the Secret Journey from Black to White,Daniel J. Sharfstein,2011,award-j-anthony-lukas-book-prize,J. Anthony Lukas Book Prize,J. Anthony Lukas Book Prize,2012,winner,winner,false,Race & Ethnicity,Penguin Random House,Viking,9781594202827,https://en.wikipedia.org/wiki/J._Anthony_Lukas_Book_Prize,secondary
appearance-turning-the-tables-restaurants-and-the-rise-of-the-american-middle-class-1880-1920-andrew-p-hale-james-beard-foundation-book-awards-reference-history-and-scholarship-2012-winner,book-turning-the-tables-restaurants-and-the-rise-of-the-american-middle-class-1880-1920-andrew-p-hale,turning-the-tables-restaurants-and-the-rise-of-the-american-middle-class-1880-1920-andrew-p-hale,"Turning the Tables: Restaurants and the Rise of the American Middle Class, 1880-1920",Andrew P. Haley,2011,award-james-beard-foundation-book-awards-reference-history-and-scholarship,James Beard Foundation Book Awards,"Reference, History, and Scholarship",2012,winner,winner,false,Society & Culture,,,9781469603148,https://en.wikipedia.org/wiki/James_Beard_Foundation_Award:_2010s,secondary
appearance-blood-bones-and-butter-the-inadvertent-education-of-a-reluctant-chef-gabrielle-hamilton-james-beard-foundation-book-awards-writing-and-literature-2012-winner,book-blood-bones-and-butter-the-inadvertent-education-of-a-reluctant-chef-gabrielle-hamilton,blood-bones-and-butter-the-inadvertent-education-of-a-reluctant-chef-gabrielle-hamilton,"Blood, Bones & Butter: The Inadvertent Education of a Reluctant Chef",Gabrielle Hamilton,2008,award-james-beard-foundation-book-awards-writing-and-literature,James Beard Foundation Book Awards,Writing and Literature,2012,winner,winner,false,Biography,,,9781400068722,https://en.wikipedia.org/wiki/James_Beard_Foundation_Award:_2010s,secondary
appearance-the-last-sane-man-michael-cardew-modern-pots-colonialism-and-the-counterculture-tanya-harrod-james-tait-black-prizes-biography-2012-winner,book-the-last-sane-man-michael-cardew-modern-pots-colonialism-and-the-counterculture-tanya-harrod,the-last-sane-man-michael-cardew-modern-pots-colonialism-and-the-counterculture-tanya-harrod,"The Last Sane Man: Michael Cardew, Modern Pots, Colonialism and the Counterculture",Tanya Harrod,,award-james-tait-black-prizes-biography,James Tait Black Prizes,Biography,2012,winner,winner,false,Biography,Yale University Press,Yale University Press,,https://james-tait-black.ed.ac.uk/winners/biography,official
appearance-sex-and-the-river-styx-edward-ted-hoagland-john-burroughs-medal-2012-winner,book-sex-and-the-river-styx-edward-ted-hoagland,sex-and-the-river-styx-edward-ted-hoagland,Sex and the River Styx,Edward (Ted) Hoagland,,award-john-burroughs-medal,John Burroughs Medal,John Burroughs Medal,2012,winner,winner,false,Nature & Environment,,,,https://en.wikipedia.org/wiki/John_Burroughs_Medal,secondary
appearance-the-hebrew-republic-jewish-sources-and-the-transformation-of-european-political-thought-eric-nel-laura-shannon-prize-european-studies-2012-winner,book-the-hebrew-republic-jewish-sources-and-the-transformation-of-european-political-thought-eric-nel,the-hebrew-republic-jewish-sources-and-the-transformation-of-european-political-thought-eric-nel,The Hebrew Republic: Jewish Sources and the Transformation of European Political Thought,Eric Nelson,2010,award-laura-shannon-prize-european-studies,Laura Shannon Prize,European Studies,2012,winner,winner,false,Religion,,,,https://nanovic.nd.edu/about/laura-shannon-prize/winners/the-hebrew-republic-jewish-sources-and-the-transformation-of-european-political-thought/,official
appearance-alfred-doblin-eine-biographie-wilfried-f-schoeller-leipzig-book-fair-prize-nonfiction-essay-2012-finalist,book-alfred-doblin-eine-biographie-wilfried-f-schoeller,alfred-doblin-eine-biographie-wilfried-f-schoeller,Alfred Döblin. Eine Biographie,Wilfried F. Schoeller,,award-leipzig-book-fair-prize-nonfiction-essay,Leipzig Book Fair Prize — Nonfiction/Essay,Nonfiction/Essay,2012,finalist,finalist,false,Arts & Criticism,Hanser,,,https://de.wikipedia.org/wiki/Preis_der_Leipziger_Buchmesse/Sachbuch_und_Essayistik,secondary
appearance-aufklarung-das-europaische-projekt-manfred-geier-leipzig-book-fair-prize-nonfiction-essay-2012-finalist,book-aufklarung-das-europaische-projekt-manfred-geier,aufklarung-das-europaische-projekt-manfred-geier,Aufklärung. Das europäische Projekt,Manfred Geier,,award-leipzig-book-fair-prize-nonfiction-essay,Leipzig Book Fair Prize — Nonfiction/Essay,Nonfiction/Essay,2012,finalist,finalist,false,Arts & Criticism,Rowohlt,,,https://de.wikipedia.org/wiki/Preis_der_Leipziger_Buchmesse/Sachbuch_und_Essayistik,secondary
appearance-verbrannte-erde-stalins-herrschaft-der-gewalt-jorg-baberowski-leipzig-book-fair-prize-nonfiction-essay-2012-winner,book-verbrannte-erde-stalins-herrschaft-der-gewalt-jorg-baberowski,verbrannte-erde-stalins-herrschaft-der-gewalt-jorg-baberowski,Verbrannte Erde. Stalins Herrschaft der Gewalt,Jörg Baberowski,,award-leipzig-book-fair-prize-nonfiction-essay,Leipzig Book Fair Prize — Nonfiction/Essay,Nonfiction/Essay,2012,winner,winner,false,Arts & Criticism,C.H.Beck,,,https://de.wikipedia.org/wiki/Preis_der_Leipziger_Buchmesse/Sachbuch_und_Essayistik,secondary
appearance-wei-e-magie-die-epoche-des-papiers-lothar-muller-leipzig-book-fair-prize-nonfiction-essay-2012-finalist,book-wei-e-magie-die-epoche-des-papiers-lothar-muller,wei-e-magie-die-epoche-des-papiers-lothar-muller,Weiße Magie. Die Epoche des Papiers,Lothar Müller,,award-leipzig-book-fair-prize-nonfiction-essay,Leipzig Book Fair Prize — Nonfiction/Essay,Nonfiction/Essay,2012,finalist,finalist,false,Arts & Criticism,Hanser,,,https://de.wikipedia.org/wiki/Preis_der_Leipziger_Buchmesse/Sachbuch_und_Essayistik,secondary
appearance-wie-wir-begehren-carolin-emcke-leipzig-book-fair-prize-nonfiction-essay-2012-finalist,book-wie-wir-begehren-carolin-emcke,wie-wir-begehren-carolin-emcke,Wie wir begehren,Carolin Emcke,,award-leipzig-book-fair-prize-nonfiction-essay,Leipzig Book Fair Prize — Nonfiction/Essay,Nonfiction/Essay,2012,finalist,finalist,false,Arts & Criticism,S. Fischer,,,https://de.wikipedia.org/wiki/Preis_der_Leipziger_Buchmesse/Sachbuch_und_Essayistik,secondary
appearance-de-man-die-nee-zei-charles-de-gaulle-1890-1970-henk-wesseling-libris-history-prize-2012-finalist,book-de-man-die-nee-zei-charles-de-gaulle-1890-1970-henk-wesseling,de-man-die-nee-zei-charles-de-gaulle-1890-1970-henk-wesseling,"De man die nee zei. Charles de Gaulle, 1890-1970",Henk Wesseling,,award-libris-history-prize,Libris History Prize,History,2012,finalist,finalist,false,History,,,,https://nl.wikipedia.org/wiki/Libris_Geschiedenis_Prijs,secondary
appearance-de-ontdekking-van-de-middeleeuwen-geschiedenis-van-een-illusie-peter-raedts-libris-history-prize-2012-finalist,book-de-ontdekking-van-de-middeleeuwen-geschiedenis-van-een-illusie-peter-raedts,de-ontdekking-van-de-middeleeuwen-geschiedenis-van-een-illusie-peter-raedts,De ontdekking van de Middeleeuwen. Geschiedenis van een illusie,Peter Raedts,,award-libris-history-prize,Libris History Prize,History,2012,finalist,finalist,false,History,,,,https://nl.wikipedia.org/wiki/Libris_Geschiedenis_Prijs,secondary
appearance-ferdinand-domela-nieuwenhuis-een-romantische-revolutionair-jan-willem-stutje-libris-history-prize-2012-finalist,book-ferdinand-domela-nieuwenhuis-een-romantische-revolutionair-jan-willem-stutje,ferdinand-domela-nieuwenhuis-een-romantische-revolutionair-jan-willem-stutje,Ferdinand Domela Nieuwenhuis. Een romantische revolutionair,Jan Willem Stutje,,award-libris-history-prize,Libris History Prize,History,2012,finalist,finalist,false,History,,,,https://nl.wikipedia.org/wiki/Libris_Geschiedenis_Prijs,secondary
appearance-moederkerk-de-ondergang-van-rooms-nederland-jos-palm-libris-history-prize-2012-finalist,book-moederkerk-de-ondergang-van-rooms-nederland-jos-palm,moederkerk-de-ondergang-van-rooms-nederland-jos-palm,Moederkerk. De ondergang van rooms Nederland,Jos Palm,,award-libris-history-prize,Libris History Prize,History,2012,finalist,finalist,false,History,,,,https://nl.wikipedia.org/wiki/Libris_Geschiedenis_Prijs,secondary
appearance-wij-weten-niets-van-hun-lot-gewone-nederlanders-en-de-holocaust-bart-van-der-boom-libris-history-prize-2012-winner,book-wij-weten-niets-van-hun-lot-gewone-nederlanders-en-de-holocaust-bart-van-der-boom,wij-weten-niets-van-hun-lot-gewone-nederlanders-en-de-holocaust-bart-van-der-boom,Wij weten niets van hun lot. Gewone Nederlanders en de Holocaust,Bart van der Boom,,award-libris-history-prize,Libris History Prize,History,2012,winner,winner,false,War & Military,,,,https://nl.wikipedia.org/wiki/Libris_Geschiedenis_Prijs,secondary
appearance-a-world-on-fire-britain-s-crucial-role-in-the-american-civil-war-amanda-foreman-lionel-gelber-prize-international-affairs-2012-shortlist,book-a-world-on-fire-britain-s-crucial-role-in-the-american-civil-war-amanda-foreman,a-world-on-fire-britain-s-crucial-role-in-the-american-civil-war-amanda-foreman,A World on Fire: Britain’s Crucial Role in the American Civil War,Amanda Foreman,2010,award-lionel-gelber-prize-international-affairs,Lionel Gelber Prize,International Affairs,2012,shortlist,shortlist,false,American History,,,9781299096561,https://en.wikipedia.org/wiki/Lionel_Gelber_Prize,secondary
appearance-berlin-1961-kennedy-khrushchev-and-the-most-dangerous-place-on-earth-frederick-kempe-lionel-gelber-prize-international-affairs-2012-shortlist,book-berlin-1961-kennedy-khrushchev-and-the-most-dangerous-place-on-earth-frederick-kempe,berlin-1961-kennedy-khrushchev-and-the-most-dangerous-place-on-earth-frederick-kempe,"Berlin 1961: Kennedy, Khrushchev, and the Most Dangerous Place on Earth",Frederick Kempe,,award-lionel-gelber-prize-international-affairs,Lionel Gelber Prize,International Affairs,2012,shortlist,shortlist,false,Politics & Government,Penguin Random House,G. P. Putnam's Sons,9780399157295,https://en.wikipedia.org/wiki/Lionel_Gelber_Prize,secondary
appearance-deng-xiaoping-and-the-transformation-of-china-ezra-f-vogel-lionel-gelber-prize-international-affairs-2012-winner,book-deng-xiaoping-and-the-transformation-of-china-ezra-f-vogel,deng-xiaoping-and-the-transformation-of-china-ezra-f-vogel,Deng Xiaoping and the Transformation of China,Ezra F. Vogel,2011,award-lionel-gelber-prize-international-affairs,Lionel Gelber Prize,International Affairs,2012,winner,winner,false,Biography,Harvard University Press,Harvard University Press,9780674055445,https://en.wikipedia.org/wiki/Lionel_Gelber_Prize,secondary
appearance-george-f-kennan-an-american-life-john-lewis-gaddis-lionel-gelber-prize-international-affairs-2012-shortlist,book-george-f-kennan-an-american-life-john-lewis-gaddis,george-f-kennan-an-american-life-john-lewis-gaddis,George F. Kennan: An American Life,John Lewis Gaddis,2011,award-lionel-gelber-prize-international-affairs,Lionel Gelber Prize,International Affairs,2012,shortlist,shortlist,false,Biography,W. W. Norton & Company,W. W. Norton,9780143122159,https://en.wikipedia.org/wiki/Lionel_Gelber_Prize,secondary
appearance-on-china-henry-kissinger-lionel-gelber-prize-international-affairs-2012-shortlist,book-on-china-henry-kissinger,on-china-henry-kissinger,On China,Henry Kissinger,2011,award-lionel-gelber-prize-international-affairs,Lionel Gelber Prize,International Affairs,2012,shortlist,shortlist,false,Politics & Government,Penguin Random House,Penguin Press,9781594202711,https://en.wikipedia.org/wiki/Lionel_Gelber_Prize,secondary
appearance-a-difficult-woman-the-challenging-life-and-times-of-lillian-hellman-alice-kessler-harris-los-angeles-times-book-prize-for-biography-2012-finalist,book-a-difficult-woman-the-challenging-life-and-times-of-lillian-hellman-alice-kessler-harris,a-difficult-woman-the-challenging-life-and-times-of-lillian-hellman-alice-kessler-harris,A Difficult Woman: The Challenging Life and Times of Lillian Hellman,Alice Kessler-Harris,2012,award-los-angeles-times-book-prize-for-biography,Los Angeles Times Book Prize,Biography,2012,finalist,finalist,false,Biography,Bloomsbury Publishing,Bloomsbury,9781596913639,https://en.wikipedia.org/wiki/Los_Angeles_Times_Book_Prize_for_Biography,secondary
